,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,uri
144,0.564,0.767,-5.839,0.0297,0.000279,0.000983,0.184,0.221,114.006,5KOr7JBQfQ1vbjGa189Gw6,333880,4,spotify:track:5KOr7JBQfQ1vbjGa189Gw6
145,0.643,0.605,-5.968,0.297,0.0336,0.0,0.112,0.145,84.216,3ihIZrJreMJPjQdNLrEXnP,200471,4,spotify:track:3ihIZrJreMJPjQdNLrEXnP
146,0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414,3yMC1KsTwh0ceXdIe4QQAQ,175345,4,spotify:track:3yMC1KsTwh0ceXdIe4QQAQ
147,0.793,0.308,-10.414,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,7Fege3yv4dvehB3NdRBGwI,200000,4,spotify:track:7Fege3yv4dvehB3NdRBGwI
148,0.617,0.378,-8.54,0.0315,0.428,9.16e-05,0.11,0.22,141.967,3XgGQ1wjo5khvq2UImjyNF,216063,4,spotify:track:3XgGQ1wjo5khvq2UImjyNF
149,0.799,0.653,-5.453,0.037,0.019,0.0,0.0935,0.236,104.019,3vySEUpD0tc801F2WZDLYw,215281,4,spotify:track:3vySEUpD0tc801F2WZDLYw
150,0.783,0.722,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,4XKXphKH76W4zNpkgFS5o2,180022,4,spotify:track:4XKXphKH76W4zNpkgFS5o2
151,0.628,0.347,-15.495,0.0334,0.887,0.971,0.202,0.69,96.247,6VB4GnzupnwBCA17kQFqdw,210000,4,spotify:track:6VB4GnzupnwBCA17kQFqdw
152,0.6,0.482,-11.596,0.0701,0.512,0.000104,0.115,0.323,121.909,0nAZGkBGKQCXyaoSJfRhC1,173097,4,spotify:track:0nAZGkBGKQCXyaoSJfRhC1
153,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,1iwEkU7SPZtaWD7cjOPyne,147840,4,spotify:track:1iwEkU7SPZtaWD7cjOPyne
154,0.765,0.627,-4.607,0.0622,0.000916,0.195,0.0847,0.536,118.997,4FIgHqXd4KkOwxrGeLDYM2,308820,4,spotify:track:4FIgHqXd4KkOwxrGeLDYM2
155,0.659,0.741,-4.354,0.0388,0.072,0.0,0.166,0.454,122.013,4NRBjAMDh8layJcLqlTF47,256760,4,spotify:track:4NRBjAMDh8layJcLqlTF47
156,0.795,0.526,-9.086,0.204,0.067,2e-06,0.134,0.194,140.037,7ohROa13QK43JBRqfCmz4P,181393,4,spotify:track:7ohROa13QK43JBRqfCmz4P
157,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,0KfKbafliCudjGyo7Pjmd3,325267,4,spotify:track:0KfKbafliCudjGyo7Pjmd3
158,0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,0wHFktze2PHC5jDt3B17DC,173948,4,spotify:track:0wHFktze2PHC5jDt3B17DC
159,0.744,0.733,-4.061,0.141,0.019,0.0,0.26,0.34,130.012,0MHZpGOPZhiBKxR40oRmXj,264147,4,spotify:track:0MHZpGOPZhiBKxR40oRmXj
160,0.646,0.816,-2.65,0.0269,0.00496,0.0,0.179,0.865,102.972,3SeeaIXnrCfT88vHVCRWHl,181991,4,spotify:track:3SeeaIXnrCfT88vHVCRWHl
161,0.724,0.818,-3.747,0.168,0.0201,0.0,0.0358,0.696,77.004,69xohKu8C1fsflYAiSNbwM,204940,4,spotify:track:69xohKu8C1fsflYAiSNbwM
162,0.362,0.858,-3.92,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,1T7BiLyFaZKCNNFAMP4PVz,196347,4,spotify:track:1T7BiLyFaZKCNNFAMP4PVz
163,0.574,0.369,-8.931,0.0814,0.753,0.0,0.147,0.44,84.975,00imgaPlYRrMGn9o83hfmk,226011,4,spotify:track:00imgaPlYRrMGn9o83hfmk
164,0.742,0.792,-5.336,0.0863,0.000681,0.126,0.0653,0.594,131.977,2GN0M64unZFzF8Mez8RL1F,262727,4,spotify:track:2GN0M64unZFzF8Mez8RL1F
165,0.65,0.76,-4.422,0.0446,0.255,0.0,0.339,0.838,93.057,2SLwbpExuoBDZBpjfefCtV,214194,4,spotify:track:2SLwbpExuoBDZBpjfefCtV
166,0.745,0.913,-6.508,0.0624,0.0717,0.265,0.0498,0.763,127.993,2SjBYRFi8j5jZaOOS6Nvid,270000,4,spotify:track:2SjBYRFi8j5jZaOOS6Nvid
167,0.872,0.422,-7.415,0.363,0.0254,0.0,0.109,0.778,149.956,3GbQcjKWT7eVpUfzqwUjxv,180666,4,spotify:track:3GbQcjKWT7eVpUfzqwUjxv
168,0.693,0.643,-5.855,0.0368,0.0085,0.00912,0.0399,0.788,131.991,5X70OJdWtSai8LfmVniNbr,261818,4,spotify:track:5X70OJdWtSai8LfmVniNbr
169,0.587,0.614,-6.344,0.0435,0.0306,0.0,0.399,0.451,160.075,1CfuBY3BDdKpooQ9L5zgUc,227527,4,spotify:track:1CfuBY3BDdKpooQ9L5zgUc
170,0.614,0.934,-3.709,0.07,0.0697,0.0,0.121,0.436,116.001,4VAZH3smXXFMH2BGSP5RhU,174760,4,spotify:track:4VAZH3smXXFMH2BGSP5RhU
171,0.608,0.626,-4.773,0.301,0.597,2.16e-06,0.25,0.246,176.086,71wFwRo8xGc4lrcyKwsvba,250534,4,spotify:track:71wFwRo8xGc4lrcyKwsvba
172,0.936,0.497,-7.185,0.41,0.0324,0.0,0.111,0.364,138.016,30vAfL9Wyu2fu07vdbZ1Xt,146732,4,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt
173,0.8,0.567,-8.916,0.0814,0.00144,0.815,0.0605,0.967,143.961,5I64qCyYrFPBRWN00zUkVe,255000,4,spotify:track:5I64qCyYrFPBRWN00zUkVe
174,0.669,0.773,-5.619,0.153,0.038,0.0,0.113,0.377,93.923,32vE1nuG8T9c8bhmZdRY6d,185857,4,spotify:track:32vE1nuG8T9c8bhmZdRY6d
175,0.793,0.749,-4.692,0.0742,0.0499,0.000298,0.0321,0.853,128.011,67scmhrpM0jxO5Uw8zbL8q,284998,4,spotify:track:67scmhrpM0jxO5Uw8zbL8q
176,0.826,0.276,-11.227,0.266,0.62,8.53e-05,0.118,0.484,123.985,7sT7kZEYd1MrmzLLIRVZas,129965,4,spotify:track:7sT7kZEYd1MrmzLLIRVZas
177,0.682,0.69,-6.445,0.033,0.00188,0.0213,0.116,0.961,131.986,2OJFOYPQaSpLraDb2nqCme,247272,4,spotify:track:2OJFOYPQaSpLraDb2nqCme
178,0.542,0.82,-6.073,0.0432,0.000682,0.000136,0.0561,0.702,124.85,3j1xkzTW8owIphkWV51V9s,234341,4,spotify:track:3j1xkzTW8owIphkWV51V9s
179,0.842,0.658,-7.072,0.0678,0.00456,0.735,0.0673,0.562,131.007,61ap7rnc6V8MBulwjw6BUn,281253,4,spotify:track:61ap7rnc6V8MBulwjw6BUn
180,0.883,0.657,-5.748,0.305,0.0603,0.0,0.128,0.284,124.992,5qgFgsrrxOjyPmX5YCuK2E,172933,4,spotify:track:5qgFgsrrxOjyPmX5YCuK2E
181,0.436,0.948,-5.515,0.0558,0.0974,0.00375,0.14,0.696,122.609,4VVh7xorogYHk5FK7W6mmQ,199136,4,spotify:track:4VVh7xorogYHk5FK7W6mmQ
182,0.574,0.736,-4.743,0.0465,0.146,1.66e-05,0.407,0.344,138.501,5XFoaqV1Z8XaLJidchVWhh,328573,4,spotify:track:5XFoaqV1Z8XaLJidchVWhh
183,0.684,0.545,-6.885,0.121,0.159,0.0,0.102,0.407,143.049,1HvTxgCj0mTzQlEo0zLvFb,135264,4,spotify:track:1HvTxgCj0mTzQlEo0zLvFb
184,0.828,0.591,-6.217,0.109,0.0199,0.000323,0.361,0.202,119.251,0lEjxUUlKqjqXrVlIHFduD,193347,4,spotify:track:0lEjxUUlKqjqXrVlIHFduD
185,0.3,0.942,-1.956,0.102,0.000698,0.00922,0.111,0.255,165.376,4ujD4hVZgeCaXIHozlEBno,252867,4,spotify:track:4ujD4hVZgeCaXIHozlEBno
186,0.883,0.283,-12.653,0.113,0.104,0.00167,0.0935,0.416,122.013,1eCFz60zd7mAXgWLapPd9B,157390,4,spotify:track:1eCFz60zd7mAXgWLapPd9B
187,0.62,0.917,-3.806,0.0337,0.000487,0.0,0.113,0.581,124.857,7fYX46VXhDuuoc3UcYKBaw,258427,4,spotify:track:7fYX46VXhDuuoc3UcYKBaw
188,0.787,0.522,-5.872,0.463,0.0668,0.0,0.108,0.666,170.439,2PljnVsnl2PRwCvfhbdQup,163765,4,spotify:track:2PljnVsnl2PRwCvfhbdQup
189,0.395,0.495,-9.087,0.0329,0.496,0.0378,0.12,0.517,168.01,7itJkxkJcMkRLpfguLjxCA,188044,4,spotify:track:7itJkxkJcMkRLpfguLjxCA
190,0.812,0.855,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04,48AJSd42lXpicsGqcgopof,192477,4,spotify:track:48AJSd42lXpicsGqcgopof
191,0.518,0.963,-3.516,0.0654,0.113,0.0,0.221,0.662,113.893,5nlAtDjfqF58o3O9cATwE4,287960,4,spotify:track:5nlAtDjfqF58o3O9cATwE4
192,0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300,3,spotify:track:0oWraSo5ASJ0h1BEagTyEw
193,0.807,0.625,-6.67,0.351,0.0741,0.0,0.487,0.871,146.031,6r9xnueU24r4eoG3HXC87E,111971,4,spotify:track:6r9xnueU24r4eoG3HXC87E
194,0.448,0.606,-4.565,0.0609,0.577,0.0,0.217,0.483,121.15,1zu2GKHPJIsUu80SUJX4H4,163613,4,spotify:track:1zu2GKHPJIsUu80SUJX4H4
195,0.597,0.672,-6.956,0.0406,0.528,0.0,0.123,0.195,97.946,3XrYZCn03AnNCU7KqWD1C1,198227,4,spotify:track:3XrYZCn03AnNCU7KqWD1C1
196,0.684,0.449,-9.738,0.611,0.869,0.0,0.0881,0.341,66.165,6Z165JvPnS8PYvGW8oLGLc,157373,4,spotify:track:6Z165JvPnS8PYvGW8oLGLc
197,0.675,0.726,-6.459,0.0461,0.105,0.0,0.153,0.671,124.872,6HBRLaSQ7NB8MNlaqzYen1,186791,4,spotify:track:6HBRLaSQ7NB8MNlaqzYen1
198,0.686,0.883,-4.112,0.0478,0.00405,0.496,0.0761,0.947,134.978,5iHvnjK1ShCkhikbdvS5I2,241782,4,spotify:track:5iHvnjK1ShCkhikbdvS5I2
199,0.744,0.628,-5.435,0.0287,0.0493,0.0,0.317,0.539,119.966,6Kfoo60npYPdvNxMPMiDpX,193565,4,spotify:track:6Kfoo60npYPdvNxMPMiDpX
200,0.43,0.569,-9.274,0.044,0.0115,0.0134,0.163,0.0668,129.992,0muK9BAzu2TJXQgWPsEj6e,165075,4,spotify:track:0muK9BAzu2TJXQgWPsEj6e
201,0.637,0.786,-6.521,0.0388,0.0124,0.0,0.313,0.349,121.965,3XshTshjn4weNRvS4Ci7fo,193707,4,spotify:track:3XshTshjn4weNRvS4Ci7fo
202,0.57,0.573,-6.935,0.476,0.156,0.0,0.256,0.517,76.006,0cp97b37sFNsdIbQH6po3T,229938,4,spotify:track:0cp97b37sFNsdIbQH6po3T
203,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,0U1W2LZVUX7qTm7dDpqxh6,172267,4,spotify:track:0U1W2LZVUX7qTm7dDpqxh6
204,0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62Yo3FDddWY8ydu6PW2wyz,206385,4,spotify:track:62Yo3FDddWY8ydu6PW2wyz
205,0.593,0.41,-13.097,0.0531,0.886,0.0993,0.115,0.201,122.584,6Yj7Zhxt73uvwFFvzQXdxO,254407,4,spotify:track:6Yj7Zhxt73uvwFFvzQXdxO
206,0.462,0.273,-11.768,0.0622,0.903,3.71e-05,0.101,0.334,141.33,0e0JshRej2NwT7jahEmv52,162007,3,spotify:track:0e0JshRej2NwT7jahEmv52
207,0.889,0.489,-8.587,0.108,0.0209,1.78e-05,0.0814,0.843,93.039,01VzuxoBYMAJLObfU0w6dI,192011,4,spotify:track:01VzuxoBYMAJLObfU0w6dI
208,0.529,0.845,-8.142,0.404,0.244,0.0,0.143,0.331,85.63,5Gt9bxniM1SxN61yRzRhXL,255378,3,spotify:track:5Gt9bxniM1SxN61yRzRhXL
209,0.827,0.757,-2.985,0.0564,0.283,1.56e-06,0.102,0.374,95.983,0SsArKudK0oLud8nXMRfN9,185195,4,spotify:track:0SsArKudK0oLud8nXMRfN9
210,0.705,0.613,-7.441,0.123,0.262,6.97e-06,0.198,0.259,74.521,3wn8nOygkHLUQ9dlXM1rKW,167187,4,spotify:track:3wn8nOygkHLUQ9dlXM1rKW
211,0.662,0.855,-3.742,0.0457,0.021,0.0,0.228,0.84,120.079,1S55d7hhptRt8PS6nC1fSY,187017,4,spotify:track:1S55d7hhptRt8PS6nC1fSY
212,0.746,0.793,-5.725,0.0265,0.0519,0.0,0.421,0.656,127.973,0teThZJXIAJigFWFCHhRrU,289493,4,spotify:track:0teThZJXIAJigFWFCHhRrU
213,0.403,0.711,-4.189,0.0569,0.137,0.0,0.109,0.801,203.803,5c37mE38KCxduL41dwsdwg,170560,4,spotify:track:5c37mE38KCxduL41dwsdwg
214,0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,43B38XWoAqlxs56j9u2B1C,160657,4,spotify:track:43B38XWoAqlxs56j9u2B1C
215,0.326,0.397,-8.145,0.0461,0.619,0.0,0.0979,0.276,153.713,0iNZGC211wst3VjtobNnC5,216095,3,spotify:track:0iNZGC211wst3VjtobNnC5
216,0.641,0.836,-3.952,0.196,0.0283,4.17e-06,0.152,0.693,174.971,2hX4Y6IpShMsHn1P9ceE4D,222533,4,spotify:track:2hX4Y6IpShMsHn1P9ceE4D
217,0.824,0.583,-6.537,0.147,0.00253,0.0,0.266,0.154,147.496,0b7UwotRCrS7qBoLDjfvSY,235501,4,spotify:track:0b7UwotRCrS7qBoLDjfvSY
218,0.658,0.864,-3.858,0.0815,0.0331,0.0,0.109,0.53,126.904,2ojHsrbZaaoumDQKgdsusa,197936,4,spotify:track:2ojHsrbZaaoumDQKgdsusa
219,0.428,0.367,-9.905,0.0914,0.132,0.0,0.149,0.174,71.184,4xKQtLZn8m2d2KJy13ZujE,379004,4,spotify:track:4xKQtLZn8m2d2KJy13ZujE
220,0.87,0.566,-5.659,0.0461,0.157,0.0,0.0735,0.724,111.999,1bpA48rYxsGsien5giUBdZ,158639,4,spotify:track:1bpA48rYxsGsien5giUBdZ
221,0.524,0.233,-12.991,0.104,0.869,4.59e-06,0.369,0.585,175.805,2krESug6AyfOL07tlaGwts,198005,4,spotify:track:2krESug6AyfOL07tlaGwts
222,0.713,0.676,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,3d5QjgPQx2qZz9loKGg4DP,227395,4,spotify:track:3d5QjgPQx2qZz9loKGg4DP
223,0.541,0.619,-8.746,0.254,0.167,0.00633,0.144,0.491,163.908,3zakx7RAwdkUQlOoQ7SJRt,214693,4,spotify:track:3zakx7RAwdkUQlOoQ7SJRt
224,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,123.946,5BeVk8Kqt0ZY9EMoWI8zfS,168387,4,spotify:track:5BeVk8Kqt0ZY9EMoWI8zfS
225,0.797,0.605,-5.123,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,1gK8KWjMpKy5P2erOyd6pO,199853,4,spotify:track:1gK8KWjMpKy5P2erOyd6pO
226,0.542,0.732,-5.956,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,6mpkYUbyN9KjbP94syLrlz,175644,4,spotify:track:6mpkYUbyN9KjbP94syLrlz
227,0.47,0.494,-8.672,0.0349,0.302,0.0,0.0672,0.0524,144.039,4d1CG5ei1E2vGbvmgf5KKv,250100,4,spotify:track:4d1CG5ei1E2vGbvmgf5KKv
228,0.637,0.574,-8.061,0.0532,0.0606,0.000583,0.0574,0.509,129.958,4Ty7xyaoyr2ZeTLRd6aGbL,251075,4,spotify:track:4Ty7xyaoyr2ZeTLRd6aGbL
229,0.514,0.779,-4.365,0.344,0.181,0.0,0.099,0.517,152.869,28qA8y1sz0FTuSapsCxNOG,222497,4,spotify:track:28qA8y1sz0FTuSapsCxNOG
230,0.561,0.882,-4.562,0.0632,0.000843,0.0104,0.118,0.49,131.968,6leoJ4z4b581wuzkQFN7EV,272727,4,spotify:track:6leoJ4z4b581wuzkQFN7EV
231,0.789,0.71,-6.165,0.0681,0.128,0.0,0.112,0.188,138.033,32ny2YtiR7zKi7PBjiQ5Iy,183187,4,spotify:track:32ny2YtiR7zKi7PBjiQ5Iy
232,0.812,0.831,-4.146,0.0588,0.0164,0.00443,0.0433,0.913,128.017,3l5U0R0aReooep0zk2kM33,255000,4,spotify:track:3l5U0R0aReooep0zk2kM33
233,0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,0mL82sxCRjrs3br407IdJh,199111,4,spotify:track:0mL82sxCRjrs3br407IdJh
234,0.745,0.792,-7.225,0.0422,0.0299,0.0316,0.0788,0.595,127.991,0g6SG50ZXfUSUOfHCZwelh,261094,4,spotify:track:0g6SG50ZXfUSUOfHCZwelh
235,0.606,0.544,-7.968,0.0421,0.0285,4.88e-06,0.152,0.335,90.104,1wGpEisE7VmhhSazD8hZ5l,194009,4,spotify:track:1wGpEisE7VmhhSazD8hZ5l
236,0.697,0.663,-7.412,0.0367,0.000194,0.000625,0.0342,0.951,127.958,2Ihx7sR79SWqMmZBrAA3tT,299998,4,spotify:track:2Ihx7sR79SWqMmZBrAA3tT
237,0.583,0.43,-7.748,0.0353,0.801,0.0,0.0867,0.367,84.967,2OcSE0EXzgUuqkM1NIJPHJ,243158,4,spotify:track:2OcSE0EXzgUuqkM1NIJPHJ
238,0.759,0.882,-5.435,0.0822,0.00286,0.00863,0.0393,0.71,128.004,2KlDOdn2feWDRhJ7HCsdIt,255000,4,spotify:track:2KlDOdn2feWDRhJ7HCsdIt
239,0.726,0.353,-10.273,0.105,0.65,0.002,0.224,0.503,137.66,2IlT65thKQQw248mhk2PjQ,169014,4,spotify:track:2IlT65thKQQw248mhk2PjQ
240,0.874,0.62,-5.153,0.066,0.00988,3.64e-05,0.0753,0.9,131.991,5YxSli4gUjYthsY0i3lHIa,269090,4,spotify:track:5YxSli4gUjYthsY0i3lHIa
241,0.784,0.737,-2.174,0.0758,0.0877,0.0,0.1,0.623,97.5,3ZGkdrigbWXLgHungXfZkt,135612,3,spotify:track:3ZGkdrigbWXLgHungXfZkt
242,0.764,0.9,-5.28,0.105,0.000936,0.00801,0.0303,0.542,128.02,473AjnY37WldJKydlFew7R,269973,4,spotify:track:473AjnY37WldJKydlFew7R
243,0.287,0.332,-10.15,0.0433,0.678,0.00375,0.11,0.204,177.804,6MF5JoJYj5uK07Si6fRAPM,75043,4,spotify:track:6MF5JoJYj5uK07Si6fRAPM
244,0.63,0.832,-7.463,0.0404,0.00591,0.14,0.0324,0.92,140.028,3J8MjvnPtOb3CcPDDc4UDj,274286,4,spotify:track:3J8MjvnPtOb3CcPDDc4UDj
245,0.544,0.856,-6.84,0.0314,0.00162,0.818,0.0763,0.233,125.992,1AatidzO222c3WmKYKofRk,219048,4,spotify:track:1AatidzO222c3WmKYKofRk
246,0.601,0.705,-7.593,0.0282,0.000298,0.534,0.428,0.415,127.965,1kZJaFlA6zKibLOnIuKDmA,274219,4,spotify:track:1kZJaFlA6zKibLOnIuKDmA
247,0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,0HqZX76SFLDz2aW8aiqi7G,165265,4,spotify:track:0HqZX76SFLDz2aW8aiqi7G
248,0.608,0.745,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,48UKTR66uUOT9LaUvooTNx,224427,4,spotify:track:48UKTR66uUOT9LaUvooTNx
249,0.793,0.652,-9.286,0.0969,0.000956,0.000636,0.0274,0.961,133.976,0gTcU8Rq7vXWnKWSIllwZa,266864,4,spotify:track:0gTcU8Rq7vXWnKWSIllwZa
250,0.351,0.636,-6.602,0.0375,0.515,0.00421,0.103,0.246,184.584,0ymDgXNt5qdPZmeSpAf3P0,184128,3,spotify:track:0ymDgXNt5qdPZmeSpAf3P0
251,0.775,0.702,-7.08,0.0515,0.00056,0.223,0.097,0.941,127.993,60HtGh2bkcnInZpVjhIlz0,270000,4,spotify:track:60HtGh2bkcnInZpVjhIlz0
252,0.776,0.431,-7.544,0.091,0.671,0.0,0.153,0.495,133.999,6BU1RZexmvJcBjgagVVt3M,283642,4,spotify:track:6BU1RZexmvJcBjgagVVt3M
253,0.667,0.76,-6.092,0.0473,0.00415,0.00378,0.0632,0.858,127.968,2GZmjrWCcmUVFnbcpRoBQ3,257812,4,spotify:track:2GZmjrWCcmUVFnbcpRoBQ3
254,0.696,0.623,-8.738,0.0438,0.466,8.61e-06,0.0983,0.965,154.028,2NWaWZZLFMcr5P4uI2KvWy,223431,3,spotify:track:2NWaWZZLFMcr5P4uI2KvWy
255,0.814,0.786,-7.343,0.0406,0.0032,0.0474,0.0831,0.969,128.013,4zDVc78LCBzFPMHC4oxWrE,270000,4,spotify:track:4zDVc78LCBzFPMHC4oxWrE
256,0.674,0.58,-4.866,0.0311,0.0609,0.0,0.159,0.0759,121.987,3i6sCTU7ENlnHpHvrHUitW,259672,4,spotify:track:3i6sCTU7ENlnHpHvrHUitW
257,0.813,0.716,-5.376,0.13,0.0386,1.23e-05,0.0798,0.91,149.956,3uT0sOI2w704G61aptw6bx,260827,4,spotify:track:3uT0sOI2w704G61aptw6bx
258,0.443,0.72,-3.743,0.0733,0.0669,0.0,0.0909,0.374,89.378,6N9U1wkWniSXD4TKD4ln0h,301304,4,spotify:track:6N9U1wkWniSXD4TKD4ln0h
259,0.773,0.539,-5.684,0.0623,0.00179,0.00426,0.0568,0.719,122.99,4ulhzKxaNaF78cA9pYlToE,232193,4,spotify:track:4ulhzKxaNaF78cA9pYlToE
260,0.354,0.497,-10.528,0.259,0.899,0.000283,0.176,0.295,69.278,4lfAwGFU3Zo2ZruXzRG8tw,141019,4,spotify:track:4lfAwGFU3Zo2ZruXzRG8tw
261,0.661,0.977,-4.896,0.0326,0.00187,0.323,0.0395,0.904,140.022,04pwXqJ3VjS5n7cZcpUMis,274286,4,spotify:track:04pwXqJ3VjS5n7cZcpUMis
262,0.733,0.653,-6.094,0.0391,0.0179,0.0218,0.184,0.752,119.996,1QxIFMs4M8qd5cbJJu80v4,182895,5,spotify:track:1QxIFMs4M8qd5cbJJu80v4
263,0.724,0.876,-5.013,0.0722,0.00924,0.000109,0.0669,0.861,128.014,14ai0J4YmYBKdZS3BNQUDv,259320,4,spotify:track:14ai0J4YmYBKdZS3BNQUDv
264,0.83,0.644,-5.431,0.407,0.0298,0.0,0.11,0.227,155.103,02Cj2MSlERvamTj5A7Zi0P,173419,4,spotify:track:02Cj2MSlERvamTj5A7Zi0P
265,0.744,0.828,-5.911,0.0289,0.0646,1.4e-05,0.0858,0.579,124.029,1qecpOPV8iLq6W1dI5GBcZ,127766,4,spotify:track:1qecpOPV8iLq6W1dI5GBcZ
266,0.604,0.473,-8.866,0.0907,0.356,1.98e-06,0.163,0.349,90.97,5YbHnEYZFkOxLsp5syLMLy,162010,4,spotify:track:5YbHnEYZFkOxLsp5syLMLy
267,0.563,0.7,-6.314,0.0354,6.02e-05,0.0417,0.0347,0.807,127.964,611IkuKCOwyORg9MzdZXYB,270000,4,spotify:track:611IkuKCOwyORg9MzdZXYB
268,0.864,0.412,-5.886,0.273,0.458,0.00087,0.124,0.654,99.992,1I4lCSP69P74nU3a6Su5L2,97209,4,spotify:track:1I4lCSP69P74nU3a6Su5L2
269,0.777,0.661,-8.186,0.0538,0.00397,0.613,0.0643,0.886,128.015,74M12fRFBuCfh9YgFjrPBl,262520,4,spotify:track:74M12fRFBuCfh9YgFjrPBl
270,0.645,0.671,-7.208,0.0459,0.0597,8e-06,0.11,0.365,82.546,2meHtZ7N97pJfvTL4hYtfv,169661,4,spotify:track:2meHtZ7N97pJfvTL4hYtfv
271,0.757,0.493,-11.081,0.036,0.000661,0.00971,0.0983,0.888,131.986,4hELqNgMSBQ61MhsA4wn78,236364,4,spotify:track:4hELqNgMSBQ61MhsA4wn78
272,0.594,0.679,-3.702,0.345,0.484,7.83e-06,0.114,0.66,106.726,1dp8aQANyTRKssDeAYPiZe,152613,5,spotify:track:1dp8aQANyTRKssDeAYPiZe
273,0.539,0.708,-6.189,0.0976,0.0129,0.0,0.14,0.381,123.039,4IPKCyPnd83RyvBOna7kM6,186141,4,spotify:track:4IPKCyPnd83RyvBOna7kM6
274,0.611,0.584,-6.897,0.0301,0.083,0.0,0.432,0.181,116.106,1NvpO1o8SpkdH3txtJQQc7,243486,4,spotify:track:1NvpO1o8SpkdH3txtJQQc7
275,0.729,0.706,-4.312,0.0482,0.00203,0.144,0.0704,0.673,109.977,4AhgBxVl6wePP44UBIQQnk,218181,4,spotify:track:4AhgBxVl6wePP44UBIQQnk
276,0.702,0.586,-5.317,0.118,0.55,0.0,0.27,0.965,112.852,5kpxVMDvYGRmNqawPqDTYR,158093,4,spotify:track:5kpxVMDvYGRmNqawPqDTYR
277,0.326,0.866,-4.541,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,0kYMwaQWABTkFff8AZjmYI,215040,4,spotify:track:0kYMwaQWABTkFff8AZjmYI
278,0.428,0.443,-8.955,0.101,0.525,1.76e-05,0.219,0.2,87.934,6TSO4hwz9WGrEUY7ABGVim,180954,4,spotify:track:6TSO4hwz9WGrEUY7ABGVim
279,0.642,0.787,-6.389,0.17,0.0185,0.0,0.288,0.406,146.733,5QvW5lK6mkfTegpAK9JOO7,130897,4,spotify:track:5QvW5lK6mkfTegpAK9JOO7
280,0.614,0.81,-5.184,0.0926,0.0101,0.0,0.0832,0.605,171.09,3SWGtKHaCFEUqfm9ydUFVw,153097,4,spotify:track:3SWGtKHaCFEUqfm9ydUFVw
281,0.51,0.272,-13.763,0.0557,0.303,0.0,0.0958,0.435,143.984,2c2tlXfEmLgUNvxngIi1qL,247080,4,spotify:track:2c2tlXfEmLgUNvxngIi1qL
282,0.64,0.553,-6.42,0.0411,0.0579,0.0,0.0914,0.486,81.992,6GUiIbJ834FcHewby3PwV0,148471,4,spotify:track:6GUiIbJ834FcHewby3PwV0
283,0.744,0.608,-6.386,0.0442,0.0295,0.0,0.397,0.0692,130.045,6OrTKLtcF7EBayOV2QqkSK,221538,4,spotify:track:6OrTKLtcF7EBayOV2QqkSK
284,0.471,0.912,-3.032,0.0724,0.032,0.0,0.343,0.613,139.667,2gJj6WtAxXjApMs3PXsCeX,190780,4,spotify:track:2gJj6WtAxXjApMs3PXsCeX
285,0.444,0.669,-6.727,0.125,0.0669,0.0,0.124,0.44,183.441,21szgNA72iLwvBxHQLgwBh,177109,4,spotify:track:21szgNA72iLwvBxHQLgwBh
286,0.34,0.684,-6.306,0.044,0.00979,0.0,0.348,0.556,112.969,7AYP21Q4qnxw2WxETEvSRb,248819,4,spotify:track:7AYP21Q4qnxw2WxETEvSRb
287,0.504,0.736,-6.079,0.0352,0.00216,0.0,0.129,0.46,148.014,4RG7P0CXQ4pe0OeCAHjX5L,199733,4,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L
288,0.502,0.645,-10.611,0.122,0.444,0.00964,0.107,0.518,109.739,7hRlTK3mgFTBEjX7DjqBsI,202451,4,spotify:track:7hRlTK3mgFTBEjX7DjqBsI
